City,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed,Country,Date
Mweka,-4.85,21.5667,71.08,76,99,0.11,CD,1642659367
La Roda,39.2167,-2.15,41.9,52,67,3.56,ES,1642659557
Grimstad,58.3405,8.5934,31.91,54,0,24.79,NO,1642659557
Formosa,-26.1775,-58.1781,85.98,62,56,3.44,AR,1642659558
Nouadhibou,20.931,-17.0347,60.78,72,29,2.3,MR,1642659558
Deputatsky,69.3,139.9,-22.74,77,23,4.9,RU,1642659559
Lermontovka,47.1453,134.3383,-0.53,89,100,4.18,RU,1642659559
Sur,22.5667,59.5289,78.69,58,0,2.46,OM,1642659560
Paka,4.6374,103.4368,85.93,62,40,9.22,MY,1642659560
Campbell River,50.0163,-125.2446,44.13,98,100,1.99,CA,1642659350
Alofi,-19.0595,-169.9187,80.49,83,7,13.8,NU,1642659561
Pacifica,37.6138,-122.4869,56.21,89,40,1.01,US,1642659488
Xam Nua,20.4197,104.0439,60.94,85,95,1.54,LA,1642659561
Port Macquarie,-31.4333,152.9167,71.89,70,80,16.93,AU,1642659484
Ozinki,51.1786,49.6769,15.39,96,100,8.23,RU,1642659562
Manokwari,-0.8667,134.0833,81.91,78,98,9.44,ID,1642659563
Vardø,70.3705,31.1107,24.55,75,15,14.07,NO,1642659563
Punta Alta,-38.8759,-62.0736,69.57,78,81,11.74,AR,1642659564
Māngrol,21.1167,70.1167,77.32,61,3,11.12,IN,1642659564
Windsor Locks,41.9293,-72.6273,42.66,66,75,5.75,US,1642659564
Karpathos,35.507,27.2132,46.36,61,40,11.5,GR,1642659565
Arak,34.0917,49.6892,34.56,51,20,18.41,IR,1642659565
Mujiayingzi,42.1167,118.7833,20.52,30,0,3.18,CN,1642659566
Banda Aceh,5.5577,95.3222,83.41,66,42,4.05,ID,1642659566
Teeli,51.0333,90.2333,10.08,92,100,1.36,RU,1642659566
Santa Barbara,34.7333,-120.0343,50.85,95,100,0.0,US,1642659269
Buenaventura,3.8801,-77.0312,74.44,96,87,2.33,CO,1642659568
Alyangula,-13.8483,136.4192,84.92,69,99,4.59,AU,1642659568
Lavrentiya,65.5833,-171.0,-18.78,89,30,7.85,RU,1642659569
Kavaratti,10.5669,72.642,81.48,63,78,8.68,IN,1642659569
Tiznit Province,29.5833,-9.5,53.33,33,100,7.67,MA,1642659570
Ikwiriri,-7.9562,38.9716,79.32,74,99,4.16,TZ,1642659570
Çayeli,41.0923,40.7292,34.77,89,100,8.28,TR,1642659571
Ucluelet,48.9329,-125.5528,48.09,93,100,5.01,CA,1642659571
Mahajanga,-15.7167,46.3167,75.22,100,40,4.61,MG,1642659571
Gazojak,41.1875,61.4036,31.89,86,6,13.09,TM,1642659572
Calama,-22.4667,-68.9333,58.26,52,16,4.29,CL,1642659573
Verkhnevilyuysk,63.4453,120.3167,-4.95,96,78,5.14,RU,1642659573
Clarksdale,34.2001,-90.5709,35.76,86,100,29.93,US,1642659573
Sambava,-14.2667,50.1667,80.53,76,100,2.21,MG,1642659574
Yining,29.0361,114.5636,58.37,56,97,2.98,CN,1642659574
Brownwood,31.7093,-98.9912,35.37,41,100,18.41,US,1642659575
Muros,42.7762,-9.0603,48.83,77,4,9.1,ES,1642659575
Tela,15.7833,-87.45,77.07,90,86,6.06,HN,1642659575
High Level,58.5169,-117.136,-16.49,83,20,2.3,CA,1642659576
Palana,59.1167,159.9667,2.55,88,4,7.07,RU,1642659576
Bengkulu,-3.8004,102.2655,82.67,72,98,10.6,ID,1642659577
Wichita Falls,33.9137,-98.4934,28.17,38,40,24.16,US,1642659577
Progreso,21.2833,-89.6667,69.12,84,0,10.85,MX,1642659483
Zeya,53.75,127.2667,-0.47,73,21,2.93,RU,1642659578
San Andrés,12.5847,-81.7006,80.62,74,20,8.05,CO,1642659578
Marystown,47.1666,-55.1483,28.85,100,97,3.0,CA,1642659579
Kumul,42.8,93.45,33.35,30,0,4.05,CN,1642659579
Yeppoon,-23.1333,150.7333,80.38,61,27,18.23,AU,1642659579
Ketchikan,55.3422,-131.6461,46.38,87,100,14.97,US,1642659580
Lubbock,33.6001,-101.8338,28.38,42,100,7.0,US,1642659329
Aberdeen,57.1437,-2.0981,39.2,70,100,13.8,GB,1642659490
Kenai,60.5544,-151.2583,26.69,93,100,0.0,US,1642659581
Chumikan,54.7183,135.315,-3.37,82,31,16.73,RU,1642659581
Cocula,20.3652,-103.8222,64.35,39,99,2.19,MX,1642659315
Kang,-23.6752,22.7876,77.13,41,69,12.91,BW,1642659582
Laguna,38.421,-121.4238,54.41,91,0,0.0,US,1642659582
Nouakchott,18.0858,-15.9785,64.33,30,53,9.17,MR,1642659583
Ixtapa,20.7,-105.2,67.23,83,100,3.15,MX,1642659583
City of San Pedro,14.35,121.0167,85.23,63,40,9.22,PH,1642659583
Sfântu Gheorghe,45.8667,25.7833,13.66,95,50,1.36,RO,1642659584
Chaohu,31.6,117.8667,46.51,57,45,14.99,CN,1642659584
Oranjestad,12.524,-70.027,78.75,78,75,21.85,AW,1642659585
Bathsheba,13.2167,-59.5167,77.61,73,40,16.11,BB,1642659585
Mpongwe,-13.5091,28.155,65.26,95,99,4.68,ZM,1642659586
Sandpoint,48.2766,-116.5533,36.68,90,100,0.0,US,1642659349
Manono,-7.3,27.4167,69.8,94,100,1.32,CD,1642659586
Province of Trapani,37.8333,12.6667,51.98,87,40,8.05,IT,1642659587
Barcelona,41.3888,2.159,47.53,80,40,3.0,ES,1642659132
Hofn,64.2539,-15.2082,32.79,56,74,3.65,IS,1642659587
Yar-Sale,66.8333,70.8333,4.17,93,80,13.65,RU,1642659588
Tilichiki,60.4667,166.1,-17.14,84,3,8.39,RU,1642659589
Tomatlán,19.9333,-105.25,66.02,76,90,3.15,MX,1642659590
Calvià,39.5657,2.5062,47.08,74,69,3.85,ES,1642659590
Monopoli,40.9559,17.2896,44.78,77,0,8.28,IT,1642659590
Matara,5.9485,80.5353,84.07,63,89,3.38,LK,1642659591
Berdigestyakh,62.0989,126.6992,-15.39,99,60,2.59,RU,1642659592
Lapeer,43.0514,-83.3188,20.55,67,75,9.22,US,1642659592
Miyako,39.6367,141.9525,35.33,70,100,4.54,JP,1642659592
Baker City,44.7749,-117.8344,29.93,91,100,3.36,US,1642659447
Samarai,-10.6167,150.6667,83.68,75,80,12.5,PG,1642659593
Wonthaggi,-38.6044,145.5913,85.19,50,2,18.92,AU,1642659594
Srednekolymsk,67.45,153.6833,-41.49,100,52,1.03,RU,1642659594
Wakkanai,45.4094,141.6739,26.58,74,75,21.85,JP,1642659595
Mondeville,49.175,-0.3224,43.75,93,75,6.91,FR,1642659595
Médéa,36.2642,2.7539,27.05,47,18,3.65,DZ,1642659596
Rosarito,32.3333,-117.0333,57.09,77,0,5.01,MX,1642659596
Sharjah city,25.3573,55.4033,75.49,55,75,5.75,AE,1642659482
Sehithwa,-20.4667,22.7167,77.04,45,68,10.33,BW,1642659597
Georgiyevka,43.0369,74.7114,33.84,93,75,8.95,KZ,1642659597
Ayan,56.45,138.1667,1.06,83,39,1.39,RU,1642659598
Athabasca,54.7169,-113.2854,-7.78,97,31,4.74,CA,1642659598
Ojinaga,29.5667,-104.4167,52.75,40,0,16.11,MX,1642659598
Abu Dhabi,24.4667,54.3667,73.51,63,40,6.91,AE,1642659559
Fairbanks,64.8378,-147.7164,12.16,81,100,9.22,US,1642659447
Pathein,16.7833,94.7333,84.69,49,31,7.85,MM,1642659599
Sacramento,38.4666,-121.3177,53.82,90,40,0.0,US,1642659359
Parabel',58.6978,81.4825,10.42,94,100,6.29,RU,1642659600
Lālmohan,22.3384,90.7419,70.27,48,6,4.09,BD,1642659601
Develi,38.3906,35.4922,11.55,93,94,3.09,TR,1642659601
Užventis,55.7803,22.6547,33.87,94,98,19.66,LT,1642659602
Lewiston,44.1003,-70.2148,43.23,83,100,8.52,US,1642659494
The Valley,18.217,-63.0578,78.66,74,3,21.65,AI,1642659603
Uniontown,39.9001,-79.7164,38.66,53,100,5.99,US,1642659211
Khāsh,28.2211,61.2158,57.13,66,70,15.7,IR,1642659603
Bac Lieu,9.285,105.7244,84.16,59,67,13.65,VN,1642659604
Gal'bshtadt,53.2264,78.9845,3.87,95,76,4.7,RU,1642659604
Berlevåg,70.8578,29.0864,28.35,74,0,20.71,NO,1642659604
Korla,41.7597,86.1469,32.59,36,100,3.83,CN,1642659605
Teknāf,20.8624,92.3058,74.01,53,21,5.5,BD,1642659605
Buta,2.7858,24.73,73.26,78,72,3.29,CD,1642659606
Emba,48.8264,58.1442,12.38,83,100,6.2,KZ,1642659606
Jalu,29.0331,21.5482,48.78,65,2,1.1,LY,1642659606
Shunyi,40.125,116.6453,26.55,63,100,6.71,CN,1642659607
Port Hedland,-20.3167,118.5667,96.85,49,3,16.11,AU,1642659472
Senno,59.5336,33.9167,31.26,90,100,9.69,RU,1642659607
Atbasar,51.8,68.3333,-2.04,100,100,4.63,KZ,1642659550
Sola,-13.8833,167.55,88.47,66,20,3.44,VU,1642659608
Bubaque,11.2833,-15.8333,78.3,72,100,6.2,GW,1642659608
Camocim,-2.9022,-40.8411,76.01,88,21,8.3,BR,1642659609
Aksarka,66.5606,67.7975,5.7,93,100,14.12,RU,1642659609
Kruisfontein,-34.0033,24.7314,74.88,47,7,6.11,ZA,1642659611
Cansanção,-10.6672,-39.4992,68.32,97,24,3.33,BR,1642659611
Dhāna,23.75,78.85,71.46,28,0,5.48,IN,1642659611
Varhaug,58.6147,5.6457,31.55,63,98,39.21,NO,1642659612
Severnyy,50.677,36.5532,6.84,85,100,4.47,RU,1642659612
Ribeira Brava,32.65,-17.0667,67.12,51,100,17.02,PT,1642659613
Andra,62.5147,65.8878,15.15,95,100,6.96,RU,1642659613
Weiser,44.251,-116.9693,35.8,91,95,1.74,US,1642659454
Belaya Gora,68.5333,146.4167,-42.83,100,87,2.39,RU,1642659614
Aldan,58.6031,125.3894,-4.76,89,71,1.43,RU,1642659614
Våler,60.6785,11.8331,28.9,61,63,14.94,NO,1642659615
Luau,-10.7073,22.2247,63.68,95,100,1.79,AO,1642659615
Mount Isa,-20.7333,139.5,92.97,43,99,8.05,AU,1642659616
Petatlán,17.5167,-101.2667,71.58,85,47,3.91,MX,1642659616
Isabela,6.7085,121.9711,84.25,77,95,2.01,PH,1642659617
Östersund,63.1792,14.6357,23.61,68,0,18.41,SE,1642659617
Klaksvík,62.2266,-6.589,34.72,63,89,15.52,FO,1642659617
Yinchuan,38.4681,106.2731,38.77,28,4,8.93,CN,1642659437
Marzuq,14.4,46.4667,71.83,28,74,0.96,YE,1642659618
Broome,42.2506,-75.833,35.98,81,100,5.01,US,1642659619
Vaasa,63.096,21.6158,30.22,80,100,18.41,FI,1642659619
Fortuna,40.5982,-124.1573,48.92,95,100,1.99,US,1642659619
Victor Harbor,-35.5667,138.6167,96.8,35,1,13.33,AU,1642659620
Urgut,39.4022,67.2431,29.82,48,2,2.28,UZ,1642659620
Kitui,-1.367,38.0106,71.04,62,99,3.96,KE,1642659621
Oranjemund,-28.55,16.4333,68.18,73,0,7.38,NA,1642659621
Peleduy,59.6289,112.7406,6.64,92,58,4.41,RU,1642659621
Clyde River,70.4692,-68.5914,-0.17,92,100,43.73,CA,1642659473
Dzhubga,44.3211,38.7039,31.84,67,98,2.13,RU,1642659622
Sinnamary,5.3833,-52.95,76.3,87,98,7.07,GF,1642659622
Tevaitoa,-16.7833,-151.5,81.55,77,100,20.58,PF,1642659623
Laas,46.6166,10.7002,29.14,93,91,7.23,IT,1642659623
Krynychky,48.3755,34.467,9.12,91,30,7.54,UA,1642659624
Vila Velha,-20.3297,-40.2925,75.15,94,20,3.44,BR,1642659456
Sabang,5.8933,95.3214,81.55,67,67,4.47,ID,1642659624
Paamiut,61.994,-49.6678,32.63,98,100,25.32,GL,1642659625
Esim,4.8699,-2.2405,76.1,84,29,5.26,GH,1642659625
Zabaykal'sk,49.6333,117.3167,-0.58,81,90,3.36,RU,1642659626
Kaohsiung City,22.6163,120.3133,75.29,70,75,5.99,TW,1642659626
Hamburg,53.55,10.0,35.76,72,20,14.97,DE,1642659627
Hambantota,6.1241,81.1185,83.23,61,62,2.8,LK,1642659627
Paralímni,35.0375,33.9833,40.42,53,0,9.57,CY,1642659628
Port Keats,-14.25,129.55,85.19,74,70,5.73,AU,1642659628
Fort Nelson,58.8053,-122.7002,-6.21,77,75,3.44,CA,1642659628
Bilma,18.6853,12.9164,49.57,34,3,7.43,NE,1642659629
Havre-St-Pierre,50.2334,-63.5986,9.19,78,100,14.97,CA,1642659629
Wagar,16.1525,36.2032,63.52,44,1,10.96,SD,1642659630
Mossamedes,-15.1961,12.1522,69.89,77,87,1.54,AO,1642659630
Rantauprapat,2.1,99.8333,89.42,55,51,2.46,ID,1642659631
Carballo,43.213,-8.691,47.75,80,13,2.86,ES,1642659631
Jiaojiang,28.6803,121.4428,55.0,66,68,10.22,CN,1642659632
Shatrovo,56.5167,64.6333,13.23,94,87,7.05,RU,1642659633
Hailey,43.5196,-114.3153,10.26,92,0,0.0,US,1642659633
Safi,32.2994,-9.2372,56.79,58,74,9.8,MA,1642659634
Voznesenskaya,44.5527,41.0318,20.46,95,100,6.49,RU,1642659634
Port Augusta,-32.5,137.7667,94.71,33,74,18.03,AU,1642659635
Antofagasta,-23.65,-70.4,72.21,49,44,5.97,CL,1642659635
Goderich,43.7501,-81.7165,21.52,63,100,19.57,CA,1642659636
Jardim,-21.4803,-56.1381,71.38,88,24,3.62,BR,1642659636
Norfolk,42.1668,-71.2495,42.51,81,75,0.0,US,1642659584
Udachny,66.4167,112.4,-10.12,93,79,8.41,RU,1642659637
Tautira,-17.7333,-149.15,80.62,77,100,19.24,PF,1642659637
Talakan,50.3167,130.3667,-0.94,85,74,4.21,RU,1642659638
Debre Birhan,9.6833,39.5333,51.24,68,75,5.82,ET,1642659638
Zhigansk,66.7697,123.3711,-21.32,97,100,18.75,RU,1642659639
Ballina,-28.8667,153.5667,70.79,98,100,21.88,AU,1642659639
Terrace,54.5163,-128.6035,28.31,93,100,4.61,CA,1642659640
Omboué,-1.5746,9.2618,75.99,89,100,2.15,GA,1642659640
Huadian,42.9633,126.7478,4.64,80,39,0.98,CN,1642659641
Garoua,9.3,13.4,61.34,23,27,3.87,CM,1642659641
Oktyabr'skoye,43.0645,44.7417,23.14,85,75,6.71,RU,1642659641
Praia,14.9215,-23.5087,70.34,78,40,12.66,CV,1642659642
